Key,Source,File,Field,ScreenName,ScreenWidth,ScreenHeight,OldTextureResolution,NewTextureResolution
EmotionControllerBlock/EmotionControllerLarge,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_GridAIPack.sbc,ScreenArea,CockpitScreen_01,"1","1",512,512
EmotionControllerBlock/EmotionControllerLarge,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_GridAIPack.sbc,ScreenArea,CockpitScreen_02,"11","4",256,1408
EmotionControllerBlock/EmotionControllerSmall,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_GridAIPack.sbc,Direct,,"0","0",512,512
EmotionControllerBlock/EmotionControllerSmall,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_GridAIPack.sbc,ScreenArea,ScreenArea,"1","1",256,512
TextPanel/SmallLCDPanelWide,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,Direct,,"2","1",512,512
TextPanel/SmallLCDPanelWide,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"2","1",512,1024
TextPanel/SmallLCDPanelWide,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"1","2",512,1024
TextPanel/SmallLCDPanelWide,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"2","1",512,1024
TextPanel/SmallLCDPanelWide,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"1","2",512,1024
TextPanel/LargeBlockCorner_LCD_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,Direct,,"7","1",128,512
TextPanel/LargeBlockCorner_LCD_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"7","1",128,3584
TextPanel/LargeBlockCorner_LCD_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"1","7",128,3584
TextPanel/LargeBlockCorner_LCD_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"7","1",128,3584
TextPanel/LargeBlockCorner_LCD_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"1","7",128,3584
TextPanel/LargeBlockCorner_LCD_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,Direct,,"7","1",128,512
TextPanel/LargeBlockCorner_LCD_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"7","1",128,3584
TextPanel/LargeBlockCorner_LCD_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"1","7",128,3584
TextPanel/LargeBlockCorner_LCD_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"7","1",128,3584
TextPanel/LargeBlockCorner_LCD_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"1","7",128,3584
TextPanel/LargeBlockCorner_LCD_Flat_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,Direct,,"7","1",128,512
TextPanel/LargeBlockCorner_LCD_Flat_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"7","1",128,3584
TextPanel/LargeBlockCorner_LCD_Flat_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"1","7",128,3584
TextPanel/LargeBlockCorner_LCD_Flat_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"7","1",128,3584
TextPanel/LargeBlockCorner_LCD_Flat_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"1","7",128,3584
TextPanel/LargeBlockCorner_LCD_Flat_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,Direct,,"7","1",128,512
TextPanel/LargeBlockCorner_LCD_Flat_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"7","1",128,3584
TextPanel/LargeBlockCorner_LCD_Flat_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"1","7",128,3584
TextPanel/LargeBlockCorner_LCD_Flat_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"7","1",128,3584
TextPanel/LargeBlockCorner_LCD_Flat_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"1","7",128,3584
TextPanel/SmallBlockCorner_LCD_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,Direct,,"22","7",256,256
TextPanel/SmallBlockCorner_LCD_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"22","7",256,1610
TextPanel/SmallBlockCorner_LCD_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"7","22",256,1610
TextPanel/SmallBlockCorner_LCD_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"22","7",256,1610
TextPanel/SmallBlockCorner_LCD_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"7","22",256,1610
TextPanel/SmallBlockCorner_LCD_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,Direct,,"22","7",256,256
TextPanel/SmallBlockCorner_LCD_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"22","7",256,1610
TextPanel/SmallBlockCorner_LCD_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"7","22",256,1610
TextPanel/SmallBlockCorner_LCD_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"22","7",256,1610
TextPanel/SmallBlockCorner_LCD_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"7","22",256,1610
TextPanel/SmallBlockCorner_LCD_Flat_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,Direct,,"25","10",256,256
TextPanel/SmallBlockCorner_LCD_Flat_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"25","10",256,1280
TextPanel/SmallBlockCorner_LCD_Flat_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"10","25",256,1280
TextPanel/SmallBlockCorner_LCD_Flat_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"25","10",256,1280
TextPanel/SmallBlockCorner_LCD_Flat_1,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"10","25",256,1280
TextPanel/SmallBlockCorner_LCD_Flat_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,Direct,,"25","10",256,256
TextPanel/SmallBlockCorner_LCD_Flat_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"25","10",256,1280
TextPanel/SmallBlockCorner_LCD_Flat_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"10","25",256,1280
TextPanel/SmallBlockCorner_LCD_Flat_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"25","10",256,1280
TextPanel/SmallBlockCorner_LCD_Flat_2,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"10","25",256,1280
TextPanel/LargeTextPanel,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"5","3",512,854
TextPanel/LargeTextPanel,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"3","5",512,854
TextPanel/LargeTextPanel,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"5","3",512,854
TextPanel/LargeTextPanel,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"3","5",512,854
TextPanel/LargeLCDPanelWide,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,Direct,,"2","1",512,512
TextPanel/LargeLCDPanelWide,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea,"2","1",512,1024
TextPanel/LargeLCDPanelWide,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea90,"1","2",512,1024
TextPanel/LargeLCDPanelWide,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea180,"2","1",512,1024
TextPanel/LargeLCDPanelWide,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_LCDPanels.sbc,ScreenArea,ScreenArea270,"1","2",512,1024
MedicalRoom/LargeMedicalRoom,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Medical.sbc,ScreenArea,CockpitScreen_01,"15","9",512,854
MedicalRoom/LargeMedicalRoom,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Medical.sbc,ScreenArea,CockpitScreen_02,"11","4",128,1408
SurvivalKit/SurvivalKitLarge,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Production.sbc,ScreenArea,CockpitScreen_01,"5","3",512,854
SurvivalKit/SurvivalKitLarge,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Production.sbc,ScreenArea,CockpitScreen_02,"11","4",128,1408
SurvivalKit/SurvivalKit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Production.sbc,ScreenArea,CockpitScreen_01,"5","3",512,854
SurvivalKit/SurvivalKit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Production.sbc,ScreenArea,CockpitScreen_02,"11","4",128,1408
Assembler/FoodProcessor,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Production.sbc,ScreenArea,CockpitScreen_01,"7","6",256,598
Cockpit/BuggyCockpit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_ScrapRacePack.sbc,ScreenArea,CockpitScreen_01,"5","3",256,854
Cockpit/BuggyCockpit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_ScrapRacePack.sbc,ScreenArea,CockpitScreen_02,"5","3",256,854
Cockpit/BuggyCockpit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_ScrapRacePack.sbc,ScreenArea,CockpitScreen_03,"5","3",256,854
Cockpit/LargeBlockConsoleModuleScreens,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SignalsPack.sbc,ScreenArea,CockpitScreen_01,"3","2",256,768
Cockpit/LargeBlockConsoleModuleScreens,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SignalsPack.sbc,ScreenArea,CockpitScreen_02,"3","2",256,768
Cockpit/LargeBlockConsoleModuleScreens,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SignalsPack.sbc,ScreenArea,CockpitScreen_03,"3","2",256,768
ButtonPanel/LargeBlockConsoleModuleButtons,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SignalsPack.sbc,ScreenArea,CockpitScreen_01,"9","4",256,1152
TextPanel/SmallBlockConsoleModuleScreens,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SignalsPack.sbc,ScreenArea,ScreenArea,"10","6",256,854
TextPanel/SmallBlockConsoleModuleScreens,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SignalsPack.sbc,ScreenArea,ScreenArea90,"10","6",256,854
TextPanel/SmallBlockConsoleModuleScreens,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SignalsPack.sbc,ScreenArea,ScreenArea180,"10","6",256,854
TextPanel/SmallBlockConsoleModuleScreens,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SignalsPack.sbc,ScreenArea,ScreenArea270,"10","6",256,854
TextPanel/LargeLCDPanel5x3,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SparksOfTheFuturePack.sbc,Direct,,"0","0",512,512
TextPanel/LargeLCDPanel5x3,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SparksOfTheFuturePack.sbc,ScreenArea,ScreenArea,"5","3",512,854
TextPanel/LargeLCDPanel5x3,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SparksOfTheFuturePack.sbc,ScreenArea,ScreenArea90,"3","5",512,854
TextPanel/LargeLCDPanel5x3,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SparksOfTheFuturePack.sbc,ScreenArea,ScreenArea180,"5","3",512,854
TextPanel/LargeLCDPanel5x3,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SparksOfTheFuturePack.sbc,ScreenArea,ScreenArea270,"3","5",512,854
ButtonPanel/LargeSciFiButtonTerminal,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SparksOfTheFuturePack.sbc,ScreenArea,CockpitScreen_01,"4","3",256,683
ButtonPanel/LargeSciFiButtonPanel,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SparksOfTheFuturePack.sbc,ScreenArea,CockpitScreen_01,"3","2",128,768
ButtonPanel/LargeSciFiButtonPanel,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SparksOfTheFuturePack.sbc,ScreenArea,CockpitScreen_02,"3","2",128,768
ButtonPanel/LargeSciFiButtonPanel,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SparksOfTheFuturePack.sbc,ScreenArea,CockpitScreen_03,"3","2",128,768
ButtonPanel/LargeSciFiButtonPanel,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_SparksOfTheFuturePack.sbc,ScreenArea,CockpitScreen_04,"3","2",128,768
MedicalRoom/InsetRefillStation,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Utility.sbc,ScreenArea,CockpitScreen_01,"16","11",512,745
MedicalRoom/LargeRefillStation,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Utility.sbc,ScreenArea,CockpitScreen_01,"16","11",512,745
MedicalRoom/SmallRefillStation,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Utility.sbc,ScreenArea,CockpitScreen_01,"16","11",512,745
Cockpit/SmallBlockStandingCockpit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Warfare2.sbc,ScreenArea,CockpitScreen_01,"3","1",512,1536
Cockpit/SmallBlockStandingCockpit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Warfare2.sbc,ScreenArea,CockpitScreen_02,"5","2",512,1280
Cockpit/SmallBlockStandingCockpit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Warfare2.sbc,ScreenArea,TransparentScreenArea,"2","1",512,1024
Cockpit/LargeBlockStandingCockpit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Warfare2.sbc,ScreenArea,CockpitScreen_01,"3","1",512,1536
Cockpit/LargeBlockStandingCockpit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Warfare2.sbc,ScreenArea,CockpitScreen_02,"5","2",512,1280
Cockpit/LargeBlockStandingCockpit,Vanilla,C:\Program Files (x86)\Steam\steamapps\common\SpaceEngineers\Content\Data\CubeBlocks\CubeBlocks_Warfare2.sbc,ScreenArea,TransparentScreenArea,"2","1",512,1024
ButtonPanel/TSOCorRndSciFiButtonPanel,TSO - More Corridor Round [3476672333],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\3476672333\Data\CubeBlocks\TSOCorRndSciFiButtonPanel.sbc,ScreenArea,CockpitScreen_01,"3","2",128,768
ButtonPanel/TSOCorRndSciFiButtonPanel,TSO - More Corridor Round [3476672333],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\3476672333\Data\CubeBlocks\TSOCorRndSciFiButtonPanel.sbc,ScreenArea,CockpitScreen_02,"3","2",128,768
ButtonPanel/TSOCorRndSciFiButtonPanel,TSO - More Corridor Round [3476672333],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\3476672333\Data\CubeBlocks\TSOCorRndSciFiButtonPanel.sbc,ScreenArea,CockpitScreen_03,"3","2",128,768
ButtonPanel/TSOCorRndSciFiButtonPanel,TSO - More Corridor Round [3476672333],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\3476672333\Data\CubeBlocks\TSOCorRndSciFiButtonPanel.sbc,ScreenArea,CockpitScreen_04,"3","2",128,768
ButtonPanel/TSOCorRndTSciFiButtonPanel,TSO - More Corridor Round [3476672333],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\3476672333\Data\CubeBlocks\TSOCorRndTSciFiButtonPanel.sbc,ScreenArea,CockpitScreen_01,"3","2",128,768
ButtonPanel/TSOCorRndTSciFiButtonPanel,TSO - More Corridor Round [3476672333],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\3476672333\Data\CubeBlocks\TSOCorRndTSciFiButtonPanel.sbc,ScreenArea,CockpitScreen_02,"3","2",128,768
ButtonPanel/TSOCorRndTSciFiButtonPanel,TSO - More Corridor Round [3476672333],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\3476672333\Data\CubeBlocks\TSOCorRndTSciFiButtonPanel.sbc,ScreenArea,CockpitScreen_03,"3","2",128,768
ButtonPanel/TSOCorRndTSciFiButtonPanel,TSO - More Corridor Round [3476672333],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\3476672333\Data\CubeBlocks\TSOCorRndTSciFiButtonPanel.sbc,ScreenArea,CockpitScreen_04,"3","2",128,768
TextPanel/ScreenBack5x3,Inverted/Offset LCD Panels [1469624033],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\1469624033\Data\CubeBlocks Big.sbc,Direct,,"0","0",512,512
TextPanel/ScreenBack5x3,Inverted/Offset LCD Panels [1469624033],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\1469624033\Data\CubeBlocks Big.sbc,ScreenArea,ScreenArea,"5","3",512,854
TextPanel/ScreenBack5x3,Inverted/Offset LCD Panels [1469624033],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\1469624033\Data\CubeBlocks Big.sbc,ScreenArea,ScreenArea90,"3","5",512,854
TextPanel/ScreenBack5x3,Inverted/Offset LCD Panels [1469624033],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\1469624033\Data\CubeBlocks Big.sbc,ScreenArea,ScreenArea180,"5","3",512,854
